순위,상품번호,도서명,부제목,저자,출판사,출판일,판매가,정가,적립포인트,판매지수,평점,리뷰수
494,128725552,색 잘 쓰는 디자이너,디자이너에게 영감을 주는 배색·디자인 아이디어 800가지,고바야시 레나 저/강아윤 감수,이지스퍼블리싱,2024년 08월,16200,18000,900,2310,9.9,31
495,127788111,혼자 해도 프로처럼 잘 만드는 굿즈 제작 비법,"굿즈 업체별 특징부터 영상 강의까지, 빨간고래의 굿즈 바이블",박정아,한빛미디어,2024년 06월,19800,22000,1100,1614,9.7,39
496,126829855,엔트리 인공지능 with 햄스터 로봇,,"강윤지, 박찬규, 강성웅, 김원유, 심재민 저 외 5명
                                        
정보 더 보기/감추기



강윤지
박찬규
강성웅
김원유
심재민
김연구
홍성용
김경상
정인재
박광현",영진닷컴,2024년 05월,16200,18000,900,2415,9.5,4
497,126643792,"일잘러의 비밀, 구글 스프레드시트 제대로 파헤치기",구글 스프레드시트로 엑셀 밟고 칼퇴하자!!,강남석,한빛미디어,2024년 06월,25200,28000,1400,2454,9.8,61
498,126330334,기계는 어떻게 생각하는가? (리커버판),알파고부터 자율 주행차까지! 기계 학습 구현 사례와 작동 원리,숀 게리시 저/이수겸 역,이지스퍼블리싱,2024년 05월,16200,18000,900,936,9.4,28
499,126202247,이모티콘 작가 되기 with 프로크리에이트,,박재이,리얼북스,2024년 05월,15120,16800,840,2682,9.5,13
500,126181417,챗GPT 프롬프트 120% 질문 기술,업무 속도 10배 향상!,ChatGPT 비즈니스 연구회 저/김모세 역,정보문화사,2024년 04월,13500,15000,750,2310,9.3,41
501,126161512,코딩 테스트 합격자 되기 - C++ 편,프로그래머스 제공 100 문제로 완벽 대비,박경록,골든래빗,2024년 05월,40500,45000,2250,882,10.0,25
502,126112113,DSLR&미러리스 사진&영상 촬영백과,데르센 김용만의 한 권으로 끝내는,김용만,성안당,2024년 04월,34200,38000,1900,828,10.0,10
503,126010839,마인크래프트 초보자 가이드 New Edition,,Mojang Studio 저/이주안 역,영진닷컴,2024년 04월,13500,15000,750,3474,9.6,15
504,125886358,UX/UI의 10가지 심리학 법칙,사용자의 마음을 읽는 인간 중심 제품과 서비스 디자인,존 야블론스키 저/이미령 역,책만,2024년 04월,16200,18000,900,2280,10.0,12
505,125299750,컴퓨터 밑바닥의 비밀,컴퓨터 시스템의 본질을 알면 코드의 실마리가 보인다,루 샤오펑 저/김진호 역,길벗,2024년 03월,29700,33000,1650,2250,9.7,44
506,125137664,생성형 인공지능과 함께하는 사회정서학습,마음이 건강해지는 미래교실,"박찬, 김병석, 전은경, 전수연, 강윤진 저 외 1명
                                        
정보 더 보기/감추기



박찬
김병석
전은경
전수연
강윤진
김지용",다빈치books,2024년 03월,19800,22000,1100,1674,10.0,2
507,125131637,만들면서 배우는 워드프레스,"웹사이트 제작부터 AI 활용, 구글 애드센스로 수익 창출까지",박현우,한빛미디어,2024년 03월,26100,29000,1450,3012,9.7,30
508,124988756,누구나 따라할 수 있는 기막힌 중국 구매대행 + 수입판매 끝장 매뉴얼,중국 구매대행의 전설 ‘중판’ 대표의 300만 원으로 30억 번 비밀 노하우 대공개!,"이윤섭, 손승엽",앤써북,2024년 02월,15930,17700,880,636,10.0,3
509,124939147,가상 면접 사례로 배우는 머신러닝 시스템 설계 기초,,"알리 아미니안, 알렉스 쉬 저/최종일 역",인사이트(insight),2024년 02월,24300,27000,1350,1140,9.0,12
510,124832401,수학자와 함께하는 인공지능 수학 with 파이썬,,"김종락, 원병선",한빛아카데미,2024년 01월,32000,32000,960,2760,10.0,4
511,124640233,밑바닥부터 시작하는 딥러닝 4,직접 구현하며 익히는 강화 학습 알고리즘,사이토 고키 저/개앞맵시 역,한빛미디어,2024년 01월,27000,30000,1500,2184,9.8,13
512,124608984,Do it! 시뮬레이터+키트로 완성하는 아두이노 입문,"고장 확률 0%, 성공 확률 100%!",박필준,이지스퍼블리싱,2024년 01월,22950,25500,1270,1320,9.9,14
513,124536057,팅커캐드 3D 디자인&코딩,,이상범,REXmedia(렉스미디어),2024년 01월,12600,14000,700,288,0.0,0
514,124213797,결정적 사건으로 배우는 암호학,"스테가노그래피, 셜록 홈즈, 앨런 튜링, 블록체인, 공개키, SHA까지, 흥미롭고 똑똑해지는 암호 알고리즘과 역사 이야기",윤진 저/이솔 그림,골든래빗,2024년 01월,18000,20000,1000,714,10.0,6
515,124138645,가상 면접 사례로 배우는 대규모 시스템 설계 기초 2,,"알렉스 쉬, 산 람 저/이병준 역",인사이트(insight),2024년 01월,32400,36000,1800,3378,9.7,23
516,123685657,Do it! 데이터 분석을 위한 판다스 입문,,다니엘 첸 저/시진 역,이지스퍼블리싱,2023년 11월,22500,25000,1250,1122,9.5,12
517,122560579,된다! 책 만들기 with 인디자인,"책 기획부터 디자인, 인쇄 주문과 전자책 출간까지 책 제작의 모든 것! 9가지 예제로 배우는 편집 디자인",김혜린,이지스퍼블리싱,2023년 09월,19800,22000,1100,1434,9.9,14
518,122544981,문제 해결을 위한 알고리즘 with 수학,알고리즘 문제 해결에 꼭 필요한 수학적 지식과 사고력,요네다 마사타카 저/윤인성 역,위키북스,2023년 09월,37800,42000,2100,552,10.0,4
519,122535588,클립 스튜디오 입문 교실,일러스트레이터와 웹툰 작가를 위한,사이도런치 저/고영자 역,영진닷컴,2023년 09월,20700,23000,1150,1764,9.7,16
520,122432412,자동화 마케팅 무작정 따라하기,잠잘 때도 돈 버는 콘텐츠 공식,"신태순, 조수현",길벗,2023년 09월,19800,22000,1100,222,9.4,21
521,122428247,네이버 키워드 상위노출 비법,키워드로 시작해서 키워드로 끝내는 네이버 SEO 가이드,조영빈,디지털북스,2023년 09월,18000,20000,1000,264,6.0,1
522,122320508,나는 파이썬으로 머신러닝한다 2,인공지능 자신감 UP 인공지능 약간 매운맛,"장병철, 이지항, 박지훈, 최정원",씨마스,2023년 09월,20700,23000,1150,900,9.9,35
523,122168734,“OECD 교육 2030” & “2022 개정 교육과정” 미래 교육 나침반,"3년 같은 1년, 학생의 성장으로 증명한다",지미정,앤써북,2023년 09월,15930,17700,880,888,9.5,15
524,122141598,가장 쉬운 이모티콘 만들기,포토샵으로 만들어 돈벌기,정수진,정보문화사,2023년 09월,19800,22000,1100,372,9.9,51
525,121991923,개발자와의 협업을 위한 IT 필수 지식,,최선신,영진닷컴,2023년 08월,15300,17000,850,804,9.9,29
526,121913198,상상을 실현하는 로블록스 게임 만들기,"스튜디오 사용법부터 수익화까지, 로블록스 게임 제작의 모든 것","강태훈, 장준하, D.LAB",한빛미디어,2023년 08월,19800,22000,1100,2454,9.7,41
527,121567188,로블록스 타워맵 만들기,즐기며 시작하는 첫 로블록스 게임 제작!,노페어(Nofair),디지털북스,2023년 08월,20700,23000,1150,660,0.0,0
528,120235845,사실은 이것도 디자인입니다,일상 속 숨겨진 디자인의 비밀,김성연(우디),한빛미디어,2023년 07월,17100,19000,950,822,9.8,63
529,118754202,모던 로보틱스,"역학, 계획 및 제어","케빈 M. 린치, 박종우 저/이병호, 윤상웅, 권재운 역 외 7명
                                        
정보 더 보기/감추기



케빈 M. 린치
박종우
이병호
윤상웅
권재운
김영훈
김종민
임중빈
손민준
정진
이상현
양우성",에이콘출판사,2023년 05월,45000,50000,2500,1206,10.0,1
530,118685906,이것이 C#이다,단계별 학습으로 탄탄한 기본기를 다져줄 C# 입문서,박상현,한빛미디어,2023년 05월,32400,36000,1800,2670,9.1,30
531,118523424,파이썬 라이브러리를 활용한 데이터 분석,"영화 평점, 이름 통계, 선거 데이터 등 실사례 사용",웨스 맥키니 저/김영근 역,한빛미디어,2023년 05월,35100,39000,1950,1911,8.7,31
532,118279214,마인크래프트 놀라운 발명품 만들기,,Mojang Studio,영진닷컴,2023년 04월,14400,16000,800,246,6.0,2
533,117083178,진짜 쓰는 일러스트레이터,디자인 소스 제작을 위한 필수 기능부터 로고를 활용한 브랜드 디자인 실무까지!,서영열,제이펍,2023년 02월,21600,24000,1200,1374,9.8,32
534,116981971,HTML5 + CSS3 + JavaScript로 배우는 웹프로그래밍 기초,- 기초부터 반응형 웹까지 초보자도 쉽게 배우는 웹 개발 지침서,천인국,인피니티북스,2023년 01월,33000,33000,0,1314,9.0,2
535,116253011,혼자 공부하는 데이터 분석 with 파이썬,1:1 과외하듯 배우는 데이터 분석 자습서,박해선,한빛미디어,2023년 01월,23400,26000,1300,6306,9.8,69
536,115817548,"라즈베리파이 피코, 마이크로파이썬을 만나다",마이크로파이썬으로 시작하는 마이크로컨트롤러 프로그래밍,허경용,제이펍,2022년 12월,22500,25000,1250,594,10.0,1
537,115633781,트랜스포머를 활용한 자연어 처리,허깅페이스 개발팀이 알려주는 자연어 애플리케이션 구축,"루이스 턴스톨, 레안드로 폰 베라, 토마스 울프 저/박해선 역",한빛미디어,2022년 11월,35100,39000,1950,1086,9.6,44
538,115302902,한눈에 보이는 블록체인 그림책,,"한선관, 이정원, 장명현",성안당,2022년 11월,20700,23000,1150,186,9.9,30
539,115221981,로블록스 루아 프로그래밍 첫 발자국 떼기,로블록스 공식 가이드,ROBLOX 저/진석준 역,에이콘출판사,2022년 11월,31500,35000,1750,714,0.0,0
540,114998692,Do it! 자료구조와 함께 배우는 알고리즘 입문 C 언어 편 (전면 개정판),,시바타 보요 저/강민 역,이지스퍼블리싱,2022년 10월,21600,24000,1200,996,9.5,10
541,114331473,Do it! C# 프로그래밍 입문,,박필준,이지스퍼블리싱,2022년 10월,18000,20000,1000,1542,9.5,8
542,114292905,초등학생을 위한 인공지능 지식 76,,김영현 글/최정을 그림,길벗,2022년 10월,14400,16000,800,2148,9.7,61
543,113451876,양자계산과 양자정보,,"마이클 닐슨, 아이작 추앙 저/이승준 역",에이콘출판사,2022년 10월,62100,69000,3450,708,10.0,2
544,112941439,누구나 할 수 있는 유니티 2D 게임 제작,유니티를 몰라도 따라 하면서 즐겁게 익히는 레트로풍 2D 게임 제작,STUDIO SHIN 저/윤준 역,제이펍,2022년 10월,26100,29000,1450,1209,9.0,2
545,112250573,인공지능과 뇌는 어떻게 생각하는가,"지극히 주관적인, 그래서 객관적인 생각의 탄생",이상완,솔,2022년 09월,19800,22000,1100,855,9.3,58
546,112207284,현업 기획자 마이즈가 알려주는 게임 기획 스쿨,기초부터 시작하는 게임 프로젝트 입문서,김현석,초록비책공방,2022년 08월,21600,24000,1200,804,9.9,20
547,111362116,이것이 자료구조+알고리즘이다 with C 언어,문제 해결 능력을 키워주는 자료구조+알고리즘 입문서,박상현,한빛미디어,2022년 08월,30600,34000,1700,2598,9.8,41
548,111085305,디지털 일러스트 무기 아이디어 사전,,사이도런치 저/김재훈 역,한스미디어,2022년 07월,16200,18000,900,576,8.8,6
549,110795446,모두의 깃&깃허브,누구나 쉽게 시작하는 git&github 버전 관리,강민철,길벗,2022년 07월,18000,20000,1000,624,9.7,26
550,110226564,혼자 해도 프로 작가처럼 잘 그리는 아이패드 드로잉 with 프로크리에이트,,박정아,한빛미디어,2022년 06월,19800,22000,1100,3234,9.8,93
551,109838545,나는 파이썬으로 머신러닝한다 1,코알못을 위한 인공지능 순한맛,"최정원, 박지훈",씨마스,2022년 06월,19800,22000,1100,1056,10.0,80
552,109780095,무조건 돈 버는 카카오 이모티콘 만들기,이모티콘 한 개로 1억 2천만 원을 번 김나무의 이모티콘 제작 비법,김나무,중앙북스(books),2022년 06월,15750,17500,870,1632,9.4,51
553,109590932,자동차 인터페이스 디자인,포르쉐 UX 디자이너가 들려주는,박수레,책만,2022년 05월,15120,16800,840,1134,9.4,29
554,109346804,직장인을 위한 실무 구글 스프레드시트,실전! 비즈니스 구글 스프레드시트 완전 정복,진은영,길벗,2022년 05월,20700,23000,1150,540,9.8,26
555,109304306,로블록스 개발 첫 발자국 떼기,로블록스 공식 가이드,ROBLOX 저/이진오 역,에이콘출판사,2022년 05월,31500,35000,1750,360,10.0,1
556,109209932,Do it! 점프 투 파이썬 라이브러리 예제 편,실무에 쓰는 라이브러리는 이 책에 다 있다!,박응용,이지스퍼블리싱,2022년 05월,23400,26000,1300,1842,8.5,8
557,109182582,실무자를 위한 그래프 데이터 활용법,"그래프를 그리면 세상이 보인다, 그래프 씽킹으로 시작하는 그래프 데이터베이스 사용 안내서","데니즈 고즈넬, 마티아스 브뢰헬러 저/우정은 역",한빛미디어,2022년 05월,33300,37000,1850,486,9.1,11
558,108947478,Do it! 쉽게 배우는 파이썬 데이터 분석,,김영우,이지스퍼블리싱,2022년 05월,20700,23000,1150,1662,9.9,14
559,108390912,알기 쉬운 조명 교과서,"스튜디오 조명, 방송 조명, 유튜브 조명을 위한",김대욱,에이콘출판사,2022년 03월,19000,20000,400,792,8.7,6
560,108249673,솔리드웍스 50시간 완성 (모델링편),,신동진,피앤피북,2022년 03월,18000,20000,1000,2265,9.6,18
561,108192370,헤드 퍼스트 디자인 패턴,14가지 GoF 필살 패턴! 유지 관리가 편리한 객체지향 소프트웨어를 만드는 법,"에릭 프리먼, 엘리자베스 롭슨 저/서환수 역",한빛미디어,2022년 03월,32400,36000,1800,1692,9.5,62
562,107460011,아티스트를 위한 유니티 URP 셰이더 입문,,이상원,비엘북스,2022년 02월,30600,34000,1700,354,0.0,0
563,107445081,스타트 파이썬,예제로 시작하는 파이썬 코딩,황재호,인포앤북,2022년 02월,18900,21000,1050,216,10.0,1
564,107025224,이득우의 게임 수학,39가지 예제로 배운다! 메타버스를 구성하는 게임 수학의 모든 것,이득우,책만,2022년 02월,40500,45000,2250,2166,9.4,21
565,106729376,"하나씩 천천히, 디지털 드로잉","아이패드, 스마트폰 모두 오토데스크 스케치북으로",서은숙,혜지원,2022년 02월,15300,17000,850,462,10.0,29
566,106336380,나도 한다! 아이패드로 시작하는 만화 그리기 with 클립스튜디오,디지털 만화 기초부터 애니메이션까지 iPad & Clip Studio Paint,아오키 도시나오 저/일본콘텐츠전문번역팀 역,므큐,2022년 01월,16200,18000,900,570,9.0,2
567,106175850,혼자 공부하는 R 데이터 분석,1:1 과외하듯 배우는 데이터 분석 자습서,"강전희, 엄동란",한빛미디어,2022년 01월,19800,22000,1100,1593,9.5,54
568,106009846,컴퓨팅 사고력을 키우는 이산수학,,박주미,한빛아카데미,2021년 12월,29000,29000,870,2670,5.0,8
569,105776648,CDT 코딩창의개발능력 3급 엔트리,,해람북스 기획팀,해람북스,2022년 01월,14400,16000,800,1794,8.0,5
570,105775606,된다! 깨비의 DSLR & 미러리스 사진 수업,"카메라 입문 강의만 600회 이상, 10년 차 프로 강사의 강의를 한 권으로 만나다",박기덕,이지스퍼블리싱,2022년 01월,16200,18000,900,2166,9.9,26
571,105402509,당당한 디자인 결정을 위한 9가지 방법,가슴으로 낳은 내 UX 디자인 지켜내는 실전 의사소통 전략,"톰 그리버 저/김민성, 곽서희 역",한빛미디어,2021년 12월,19800,22000,1100,294,9.0,17
572,105040586,픽셀아트 배경 그리는 법,도트 초보자부터 전문가까지,"APO+, MOTOCROSS SAITO, SETAMO 저/이석호 역",AK(에이케이 커뮤니케이션즈),2021년 11월,25200,28000,0,684,9.3,9
573,105016912,따라하며 배우는! 퓨전 Fusion 360 입문,,"김혜숙, 주형권, 김보영",한국ATC센터,2021년 11월,24300,27000,1350,1260,0.0,0
574,104739807,인벤터 50시간 완성 (조립·도면편),,신동진,피앤피북,2022년 01월,18000,20000,1000,1380,10.0,9
575,103401495,Do it! 인터랙티브 웹 페이지 만들기,,최성일,이지스퍼블리싱,2021년 08월,25200,28000,1400,510,9.9,17
576,99481725,모두의 마이크로비트,누구나 쉽게 배우는 전자 회로 공작과 IoT 프로그래밍,"아이씨뱅큐, 에스엔소프트",길벗,2021년 04월,19800,22000,1100,1308,0.0,0
577,96404321,아두이노 자율주행 RC카 만들고 직접 코딩하기 [완전 개정판],아두이노와 초음파센서를 이용한 자율주행 RC카 실전 코딩북,"서민우, 박준원",앤써북,2020년 12월,18000,20000,1000,486,9.0,2
578,95343845,밑바닥부터 시작하는 딥러닝 3,파이썬으로 직접 구현하며 배우는 딥러닝 프레임워크,사이토 고키 저/개앞맵시 역,한빛미디어,2020년 11월,34200,38000,1900,1968,9.7,31
579,95162490,실무에 바로 쓰는 일잘러의 보고서 작성법,"한눈에 읽히는 기획서, 제안서, 이메일 빠르게 쓰기",김마라,제이펍,2020년 11월,16200,18000,900,4578,9.6,118
580,91887223,양자 컴퓨터 원리와 수학적 기초,"스핀부터 큐비트, 얽힘, 중첩, 양자 알고리즘, 양자 암호화",크리스 베른하트 저/이정문 역,에이콘출판사,2020년 08월,22500,25000,1250,1104,9.3,3
581,91574113,딥러닝을 위한 선형대수학,,길버트 스트랭 저/부산대학교 산업수학센터(FFMIMC) 역,한빛아카데미,2020년 08월,34200,38000,1900,1098,7.4,5
582,91219874,Do it! 자료구조와 함께 배우는 알고리즘 입문 : 파이썬 편,,시바타 보요 저/강민 역,이지스퍼블리싱,2020년 07월,19800,22000,1100,2232,9.2,36
583,90613346,SQL 전문가 가이드,The Guide for SQL Professional,한국데이터산업진흥원,한국데이터산업진흥원,2021년 03월,50000,50000,0,1266,8.5,15
